YearFlight,MonthFlight,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2011,2,24,4,743.0,922.0,CO,52,N12114,219.0,197.0,-12.0,-2.0,IAH,LAX,1379,10.0,12.0,0,,0
2011,2,24,4,1830.0,2003.0,CO,59,N56859,153.0,127.0,48.0,50.0,IAH,DEN,862,9.0,17.0,0,,0
2011,2,24,4,1207.0,1623.0,CO,60,N14106,196.0,166.0,-10.0,2.0,IAH,EWR,1400,10.0,20.0,0,,0
2011,2,24,4,1439.0,1906.0,CO,62,N14118,207.0,172.0,-4.0,4.0,IAH,EWR,1400,20.0,15.0,0,,0
2011,2,24,4,558.0,1016.0,CO,89,N17244,198.0,177.0,-4.0,-2.0,IAH,EWR,1400,6.0,15.0,0,,0
2011,2,24,4,1049.0,1510.0,CO,106,N66051,201.0,173.0,-13.0,4.0,IAH,EWR,1400,12.0,16.0,0,,0
2011,2,24,4,743.0,846.0,CO,128,N73406,63.0,43.0,-2.0,3.0,IAH,MSY,305,3.0,17.0,0,,0
2011,2,24,4,1459.0,1651.0,CO,137,N38257,232.0,205.0,51.0,44.0,IAH,LAX,1379,6.0,21.0,0,,0
2011,2,24,4,1304.0,1545.0,CO,146,N57855,161.0,135.0,5.0,-1.0,IAH,ORD,925,12.0,14.0,0,,0
2011,2,24,4,2104.0,2249.0,CO,150,N14231,225.0,207.0,6.0,4.0,IAH,ONT,1334,6.0,12.0,0,,0
2011,2,24,4,1435.0,1818.0,CO,158,N27724,163.0,143.0,-17.0,-5.0,IAH,DCA,1208,3.0,17.0,0,,0
2011,2,24,4,1907.0,2226.0,CO,190,N19621,139.0,110.0,-9.0,-3.0,IAH,MIA,964,5.0,24.0,0,,0
2011,2,24,4,1214.0,1345.0,CO,197,N74856,211.0,189.0,22.0,19.0,IAH,LAS,1222,7.0,15.0,0,,0
2011,2,24,4,1306.0,1559.0,CO,206,N76504,113.0,90.0,-10.0,1.0,IAH,TPA,787,4.0,19.0,0,,0
2011,2,24,4,2121.0,17.0,CO,209,N37277,296.0,275.0,19.0,-4.0,IAH,PDX,1825,5.0,16.0,0,,0
2011,2,24,4,1552.0,2016.0,CO,210,N58101,204.0,168.0,-12.0,2.0,IAH,EWR,1400,20.0,16.0,0,,0
2011,2,24,4,1026.0,1622.0,CO,212,N36444,236.0,214.0,0.0,11.0,IAH,SJU,2007,8.0,14.0,0,,0
2011,2,24,4,930.0,1132.0,CO,220,N77430,182.0,160.0,17.0,20.0,IAH,PHX,1009,6.0,16.0,0,,0
2011,2,24,4,1014.0,1351.0,CO,226,N13750,157.0,142.0,-24.0,-1.0,IAH,BWI,1235,3.0,12.0,0,,0
2011,2,24,4,913.0,1313.0,CO,232,N37267,180.0,160.0,-44.0,-2.0,IAH,LGA,1416,6.0,14.0,0,,0
2011,2,24,4,1313.0,1410.0,CO,241,N16646,57.0,30.0,-3.0,-7.0,IAH,AUS,140,5.0,22.0,0,,0
2011,2,24,4,1547.0,1917.0,CO,244,N73275,150.0,126.0,-13.0,2.0,IAH,CLE,1091,6.0,18.0,0,,0
2011,2,24,4,1558.0,1831.0,CO,246,N73276,153.0,119.0,-4.0,3.0,IAH,ORD,925,16.0,18.0,0,,0
2011,2,24,4,1901.0,2231.0,CO,250,N13750,150.0,126.0,-8.0,1.0,IAH,RDU,1043,5.0,19.0,0,,0
2011,2,24,4,729.0,1124.0,CO,258,N37290,175.0,156.0,-11.0,-6.0,IAH,DCA,1208,3.0,16.0,0,,0
2011,2,24,4,1154.0,1510.0,CO,267,N26210,316.0,286.0,40.0,4.0,IAH,SEA,1874,8.0,22.0,0,,0
2011,2,24,4,1128.0,1358.0,CO,270,N37408,270.0,250.0,14.0,3.0,IAH,SFO,1635,7.0,13.0,0,,0
2011,2,24,4,1545.0,1737.0,CO,275,N37437,172.0,145.0,19.0,2.0,IAH,DEN,862,6.0,21.0,0,,0
2011,2,24,4,1143.0,1253.0,CO,279,N13624,70.0,37.0,2.0,-2.0,IAH,SAT,191,5.0,28.0,0,,0
2011,2,24,4,725.0,1153.0,CO,282,N35204,208.0,185.0,-22.0,0.0,IAH,BOS,1597,6.0,17.0,0,,0
2011,2,24,4,1544.0,1723.0,CO,297,N79279,219.0,195.0,13.0,-1.0,IAH,LAS,1222,6.0,18.0,0,,0
2011,2,24,4,2108.0,2230.0,CO,299,N34131,142.0,123.0,-5.0,3.0,IAH,DEN,862,6.0,13.0,0,,0
2011,2,24,4,903.0,1147.0,CO,309,N37263,284.0,263.0,19.0,8.0,IAH,PDX,1825,5.0,16.0,0,,0
2011,2,24,4,1951.0,11.0,CO,310,N37267,200.0,166.0,38.0,51.0,IAH,EWR,1400,8.0,26.0,0,,0
2011,2,24,4,1458.0,1705.0,CO,320,N39423,187.0,157.0,11.0,3.0,IAH,PHX,1009,5.0,25.0,0,,0
2011,2,24,4,1312.0,1436.0,CO,323,N75433,84.0,50.0,24.0,7.0,IAH,MSY,305,6.0,28.0,0,,0
2011,2,24,4,1248.0,1644.0,CO,326,N17619,176.0,154.0,-9.0,-2.0,IAH,BWI,1235,4.0,18.0,0,,0
2011,2,24,4,734.0,1147.0,CO,332,N77510,193.0,166.0,-26.0,-6.0,IAH,LGA,1416,5.0,22.0,0,,0
2011,2,24,4,936.0,1150.0,CO,343,N33284,254.0,233.0,7.0,-4.0,IAH,RNO,1530,6.0,15.0,0,,0
2011,2,24,4,844.0,1103.0,CO,346,N73275,139.0,114.0,-22.0,-1.0,IAH,ORD,925,13.0,12.0,0,,0
2011,2,24,4,1136.0,1309.0,CO,352,N39728,153.0,133.0,7.0,11.0,IAH,GUC,886,3.0,17.0,0,,0
2011,2,24,4,1026.0,1358.0,CO,358,N33714,152.0,135.0,-24.0,-4.0,IAH,DCA,1208,3.0,14.0,0,,0
2011,2,24,4,1443.0,1705.0,CO,370,N33264,262.0,233.0,20.0,18.0,IAH,SFO,1635,6.0,23.0,0,,0
2011,2,24,4,1323.0,1425.0,CO,379,N17614,62.0,39.0,-2.0,-2.0,IAH,SAT,191,6.0,17.0,0,,0
2011,2,24,4,1047.0,1506.0,CO,382,N14231,199.0,175.0,-29.0,-3.0,IAH,BOS,1597,6.0,18.0,0,,0
2011,2,24,4,1801.0,1937.0,CO,397,N57869,216.0,187.0,12.0,1.0,IAH,LAS,1222,8.0,21.0,0,,0
2011,2,24,4,1045.0,1232.0,CO,403,N18220,227.0,205.0,12.0,0.0,IAH,SAN,1303,4.0,18.0,0,,0
2011,2,24,4,736.0,1133.0,CO,404,N37437,177.0,152.0,5.0,1.0,IAH,IAD,1190,8.0,17.0,0,,0
2011,2,24,4,735.0,1201.0,CO,408,N78060,206.0,178.0,-4.0,-5.0,IAH,EWR,1400,12.0,16.0,0,,0
2011,2,24,4,1156.0,1557.0,CO,409,N39418,181.0,160.0,7.0,-1.0,IAH,IAD,1190,8.0,13.0,0,,0
2011,2,24,4,1654.0,2050.0,CO,412,N37413,176.0,148.0,2.0,-1.0,IAH,IAD,1190,11.0,17.0,0,,0
2011,2,24,4,1859.0,2041.0,CO,417,N37422,222.0,197.0,13.0,4.0,IAH,SAN,1303,3.0,22.0,0,,0
2011,2,24,4,1810.0,2049.0,CO,421,N73270,279.0,248.0,17.0,0.0,IAH,SJC,1609,5.0,26.0,0,,0
2011,2,24,4,1913.0,2018.0,CO,423,N77261,65.0,43.0,-6.0,-2.0,IAH,MSY,305,3.0,19.0,0,,0
2011,2,24,4,1911.0,2306.0,CO,426,N11641,175.0,152.0,-21.0,1.0,IAH,BWI,1235,6.0,17.0,0,,0
2011,2,24,4,1035.0,1708.0,CO,432,N14604,,,,0.0,IAH,LGA,1416,9.0,13.0,0,,1
2011,2,24,4,2108.0,2229.0,CO,442,N14237,81.0,62.0,-1.0,3.0,IAH,TUL,429,8.0,11.0,0,,0
2011,2,24,4,2046.0,2307.0,CO,444,N75851,141.0,120.0,89.0,106.0,IAH,ORD,925,7.0,14.0,0,,0
2011,2,24,4,556.0,818.0,CO,446,N75426,142.0,113.0,-22.0,-4.0,IAH,ORD,925,15.0,14.0,0,,0
2011,2,24,4,1252.0,1629.0,CO,458,N37277,157.0,140.0,-19.0,-3.0,IAH,DCA,1208,3.0,14.0,0,,0
2011,2,24,4,2110.0,6.0,CO,467,N14219,296.0,275.0,24.0,5.0,IAH,SEA,1874,4.0,17.0,0,,0
2011,2,24,4,1914.0,2020.0,CO,479,N12225,66.0,40.0,8.0,4.0,IAH,SAT,191,3.0,23.0,0,,0
2011,2,24,4,1316.0,1751.0,CO,482,N79402,215.0,196.0,6.0,21.0,IAH,BOS,1597,4.0,15.0,0,,0
2011,2,24,4,2100.0,2333.0,CO,489,N78509,273.0,257.0,21.0,5.0,IAH,SJC,1609,5.0,11.0,0,,0
2011,2,24,4,913.0,1039.0,CO,497,N57863,206.0,182.0,-4.0,-2.0,IAH,LAS,1222,7.0,17.0,0,,0
2011,2,24,4,1202.0,1332.0,CO,499,N57864,150.0,121.0,12.0,12.0,IAH,DEN,862,7.0,22.0,0,,0
2011,2,24,4,1915.0,2221.0,CO,500,N33714,126.0,96.0,-23.0,0.0,IAH,IND,845,6.0,24.0,0,,0
2011,2,24,4,849.0,1306.0,CO,510,N33209,197.0,178.0,-18.0,-1.0,IAH,EWR,1400,6.0,13.0,0,,0
2011,2,24,4,2112.0,2226.0,CO,511,N33294,74.0,54.0,-1.0,2.0,IAH,MFE,316,5.0,15.0,0,,0
2011,2,24,4,1751.0,1951.0,CO,520,N39415,180.0,158.0,7.0,6.0,IAH,PHX,1009,6.0,16.0,0,,0
2011,2,24,4,1325.0,1749.0,CO,532,N78524,204.0,172.0,-6.0,0.0,IAH,LGA,1416,6.0,26.0,0,,0
2011,2,24,4,1308.0,1638.0,CO,534,N79521,150.0,128.0,-16.0,3.0,IAH,PIT,1117,7.0,15.0,0,,0
2011,2,24,4,922.0,1152.0,CO,542,N39415,210.0,187.0,6.0,-3.0,IAH,SLC,1195,3.0,20.0,0,,0
2011,2,24,4,646.0,1015.0,CO,544,N15712,149.0,129.0,-15.0,1.0,IAH,CLE,1091,7.0,13.0,0,,0
2011,2,24,4,1147.0,1425.0,CO,546,N76515,158.0,124.0,-10.0,2.0,IAH,ORD,925,9.0,25.0,0,,0
2011,2,24,4,1609.0,1940.0,CO,558,N14250,151.0,133.0,-21.0,4.0,IAH,DCA,1208,5.0,13.0,0,,0
2011,2,24,4,1927.0,2221.0,CO,567,N54241,294.0,265.0,34.0,27.0,IAH,SEA,1874,6.0,23.0,0,,0
2011,2,24,4,1836.0,2142.0,CO,570,N38403,306.0,254.0,82.0,46.0,IAH,SFO,1635,10.0,42.0,0,,0
2011,2,24,4,1919.0,2356.0,CO,582,N71411,217.0,191.0,19.0,29.0,IAH,BOS,1597,5.0,21.0,0,,0
2011,2,24,4,743.0,1107.0,CO,586,N14118,144.0,112.0,5.0,-2.0,IAH,MCO,853,8.0,24.0,0,,0
2011,2,24,4,2115.0,2243.0,CO,597,N35271,208.0,186.0,6.0,10.0,IAH,LAS,1222,8.0,14.0,0,,0
2011,2,24,4,1449.0,1639.0,CO,599,N77865,170.0,138.0,39.0,24.0,IAH,DEN,862,7.0,25.0,0,,0
2011,2,24,4,1313.0,1440.0,CO,601,N75426,147.0,122.0,0.0,6.0,IAH,DEN,862,4.0,21.0,0,,0
2011,2,24,4,1554.0,1844.0,CO,606,N39416,110.0,92.0,-5.0,9.0,IAH,TPA,787,5.0,13.0,0,,0
2011,2,24,4,1925.0,2155.0,CO,616,N76515,150.0,126.0,-12.0,10.0,IAH,MSP,1034,5.0,19.0,0,,0
2011,2,24,4,1438.0,1540.0,CO,623,N37422,62.0,44.0,-4.0,3.0,IAH,MSY,305,5.0,13.0,0,,0
2011,2,24,4,731.0,1108.0,CO,626,N17229,157.0,137.0,-24.0,1.0,IAH,BWI,1235,5.0,15.0,0,,0
2011,2,24,4,1544.0,1942.0,CO,632,N13716,178.0,151.0,-35.0,-1.0,IAH,LGA,1416,10.0,17.0,0,,0
2011,2,24,4,1853.0,2209.0,CO,644,N87527,136.0,117.0,-22.0,3.0,IAH,CLE,1091,5.0,14.0,0,,0
2011,2,24,4,1857.0,2255.0,CO,658,N21723,178.0,149.0,1.0,-2.0,IAH,DCA,1208,7.0,22.0,0,,0
2011,2,24,4,1141.0,1327.0,CO,663,N18119,166.0,142.0,-1.0,6.0,IAH,EGE,935,5.0,19.0,0,,0
2011,2,24,4,1810.0,2124.0,CO,667,N75433,314.0,285.0,77.0,45.0,IAH,SEA,1874,6.0,23.0,0,,0
2011,2,24,4,2042.0,2309.0,CO,670,N53442,267.0,242.0,95.0,97.0,IAH,SFO,1635,10.0,15.0,0,,0
2011,2,24,4,1612.0,2051.0,CO,682,N78501,219.0,199.0,-6.0,1.0,IAH,BOS,1597,7.0,13.0,0,,0
2011,2,24,4,1040.0,1402.0,CO,686,N57869,142.0,102.0,12.0,10.0,IAH,MCO,853,9.0,31.0,0,,0
2011,2,24,4,1433.0,1605.0,CO,697,N37427,212.0,191.0,0.0,-2.0,IAH,LAS,1222,7.0,14.0,0,,0
2011,2,24,4,743.0,1036.0,CO,706,N27733,113.0,93.0,-16.0,-2.0,IAH,TPA,787,3.0,17.0,0,,0
2011,2,24,4,1739.0,2023.0,CO,709,N73251,284.0,265.0,13.0,1.0,IAH,PDX,1825,7.0,12.0,0,,0
2011,2,24,4,1129.0,1241.0,CO,723,N79279,72.0,50.0,1.0,-1.0,IAH,MSY,305,5.0,17.0,0,,0
2011,2,24,4,1854.0,2257.0,CO,732,N37298,183.0,165.0,-21.0,4.0,IAH,LGA,1416,6.0,12.0,0,,0
2011,2,24,4,1218.0,1356.0,CO,738,N73299,218.0,200.0,7.0,-2.0,IAH,SAN,1303,3.0,15.0,0,,0
2011,2,24,4,920.0,1052.0,CO,739,N76288,212.0,196.0,12.0,15.0,IAH,SAN,1303,3.0,13.0,0,,0
2011,2,24,4,1140.0,1246.0,CO,741,N46625,66.0,36.0,2.0,-5.0,IAH,AUS,140,7.0,23.0,0,,0
2011,2,24,4,1310.0,1632.0,CO,744,N78509,142.0,119.0,-23.0,0.0,IAH,CLE,1091,5.0,18.0,0,,0
2011,2,24,4,1453.0,1727.0,CO,746,N77520,154.0,113.0,29.0,33.0,IAH,ORD,925,15.0,26.0,0,,0
2011,2,24,4,2117.0,2346.0,CO,752,N18622,209.0,181.0,5.0,-3.0,IAH,SLC,1195,6.0,22.0,0,,0
2011,2,24,4,1928.0,2221.0,CO,755,N14613,113.0,80.0,-16.0,-2.0,IAH,ATL,689,11.0,22.0,0,,0
2011,2,24,4,912.0,1056.0,CO,756,N76519,224.0,206.0,-8.0,-3.0,IAH,SNA,1347,5.0,13.0,0,,0
2011,2,24,4,1658.0,1802.0,CO,763,N33294,64.0,45.0,-1.0,3.0,IAH,MSY,305,4.0,15.0,0,,0
2011,2,24,4,1445.0,1740.0,CO,767,N37293,295.0,276.0,25.0,10.0,IAH,SEA,1874,4.0,15.0,0,,0
2011,2,24,4,2147.0,22.0,CO,770,N74856,275.0,246.0,72.0,47.0,IAH,SFO,1635,9.0,20.0,0,,0
2011,2,24,4,741.0,1141.0,CO,776,N24212,180.0,158.0,4.0,21.0,IAH,PHL,1324,7.0,15.0,0,,0
2011,2,24,4,1328.0,1642.0,CO,786,N75851,134.0,110.0,-3.0,-2.0,IAH,MCO,853,9.0,15.0,0,,0
2011,2,24,4,1009.0,1340.0,CO,788,N17627,151.0,124.0,-25.0,-6.0,IAH,DTW,1076,7.0,20.0,0,,0
2011,2,24,4,1554.0,1732.0,CO,795,N17229,218.0,193.0,7.0,19.0,IAH,LAX,1379,9.0,16.0,0,,0
2011,2,24,4,845.0,1014.0,CO,799,N77867,149.0,124.0,-6.0,0.0,IAH,DEN,862,12.0,13.0,0,,0
2011,2,24,4,1313.0,2347.0,CO,810,N77012,,,,3.0,IAH,EWR,1400,11.0,16.0,0,,1
2011,2,24,4,2101.0,2247.0,CO,820,N77525,166.0,144.0,3.0,11.0,IAH,PHX,1009,4.0,18.0,0,,0
2011,2,24,4,1053.0,1353.0,CO,1006,N73251,120.0,92.0,-5.0,3.0,IAH,TPA,787,3.0,25.0,0,,0
2011,2,24,4,1818.0,2225.0,CO,1010,N33203,187.0,164.0,-4.0,23.0,IAH,EWR,1400,8.0,15.0,0,,0
2011,2,24,4,1925.0,2257.0,CO,1027,N14645,152.0,110.0,31.0,25.0,IAH,CLT,913,13.0,29.0,0,,0
2011,2,24,4,2114.0,2321.0,CO,1046,N73299,127.0,104.0,-26.0,-1.0,IAH,ORD,925,7.0,16.0,0,,0
2011,2,24,4,734.0,1041.0,CO,1048,N37427,127.0,109.0,-12.0,4.0,IAH,FLL,965,4.0,14.0,0,,0
2011,2,24,4,850.0,1239.0,CO,1058,N27722,169.0,153.0,-4.0,0.0,IAH,DCA,1208,3.0,13.0,0,,0
2011,2,24,4,1630.0,1915.0,CO,1070,N24212,285.0,254.0,45.0,30.0,IAH,SFO,1635,7.0,24.0,0,,0
2011,2,24,4,1438.0,1532.0,CO,1079,N53441,54.0,38.0,17.0,23.0,IAH,SAT,191,4.0,12.0,0,,0
2011,2,24,4,1609.0,1916.0,CO,1086,N27213,127.0,106.0,-5.0,9.0,IAH,MCO,853,8.0,13.0,0,,0
2011,2,24,4,1323.0,1659.0,CO,1088,N35271,156.0,123.0,-16.0,-7.0,IAH,DTW,1076,8.0,25.0,0,,0
2011,2,24,4,2109.0,2306.0,CO,1095,N17233,237.0,212.0,39.0,19.0,IAH,LAX,1379,13.0,12.0,0,,0
2011,2,24,4,733.0,858.0,CO,1097,N39416,205.0,185.0,3.0,3.0,IAH,LAS,1222,5.0,15.0,0,,0
2011,2,24,4,1910.0,2044.0,CO,1099,N33289,154.0,128.0,15.0,15.0,IAH,DEN,862,10.0,16.0,0,,0
2011,2,24,4,921.0,1143.0,CO,1407,N27239,262.0,240.0,8.0,6.0,IAH,SJC,1609,4.0,18.0,0,,0
2011,2,24,4,1916.0,2314.0,CO,1417,N16642,178.0,147.0,4.0,6.0,IAH,PIT,1117,10.0,21.0,0,,0
2011,2,24,4,2118.0,2219.0,CO,1423,N57855,61.0,41.0,3.0,8.0,IAH,MSY,305,5.0,15.0,0,,0
2011,2,24,4,1224.0,1541.0,CO,1427,N14613,137.0,114.0,-14.0,-6.0,IAH,CLT,913,7.0,16.0,0,,0
2011,2,24,4,1917.0,2006.0,CO,1441,N77295,49.0,28.0,-5.0,2.0,IAH,AUS,140,4.0,17.0,0,,0
2011,2,24,4,1035.0,1351.0,CO,1448,N38268,136.0,112.0,-9.0,0.0,IAH,FLL,965,5.0,19.0,0,,0
2011,2,24,4,2052.0,2231.0,CO,1459,N76516,219.0,199.0,1.0,2.0,IAH,SNA,1347,7.0,13.0,0,,0
2011,2,24,4,2139.0,143.0,CO,1466,N77865,184.0,159.0,34.0,44.0,IAH,EWR,1400,15.0,10.0,0,,0
2011,2,24,4,1039.0,1500.0,CO,1476,N77258,201.0,173.0,25.0,19.0,IAH,PHL,1324,6.0,22.0,0,,0
2011,2,24,4,2113.0,2207.0,CO,1479,N73406,54.0,35.0,-3.0,3.0,IAH,SAT,191,4.0,15.0,0,,0
2011,2,24,4,1917.0,2242.0,CO,1488,N37263,145.0,118.0,-24.0,2.0,IAH,DTW,1076,4.0,23.0,0,,0
2011,2,24,4,1912.0,2231.0,CO,1492,N16701,139.0,112.0,-21.0,-3.0,IAH,CMH,986,4.0,23.0,0,,0
2011,2,24,4,920.0,1105.0,CO,1495,N57857,225.0,202.0,-7.0,-5.0,IAH,LAX,1379,6.0,17.0,0,,0
2011,2,24,4,1908.0,2207.0,CO,1506,N33284,119.0,95.0,10.0,18.0,IAH,TPA,787,5.0,19.0,0,,0
2011,2,24,4,1804.0,1951.0,CO,1511,N39728,227.0,201.0,6.0,4.0,IAH,SNA,1347,5.0,21.0,0,,0
2011,2,24,4,2100.0,2146.0,CO,1533,N38443,46.0,27.0,-14.0,-5.0,IAH,AUS,140,4.0,15.0,0,,0
2011,2,24,4,1419.0,1513.0,CO,1541,N35407,54.0,30.0,-4.0,-1.0,IAH,AUS,140,5.0,19.0,0,,0
2011,2,24,4,1027.0,1345.0,CO,1544,N73291,138.0,118.0,-29.0,-3.0,IAH,CLE,1091,6.0,14.0,0,,0
2011,2,24,4,1330.0,1644.0,CO,1548,N38443,134.0,114.0,-8.0,0.0,IAH,FLL,965,5.0,15.0,0,,0
2011,2,24,4,1832.0,1954.0,CO,1552,N16647,82.0,55.0,-1.0,-3.0,IAH,MFE,316,5.0,22.0,0,,0
2011,2,24,4,1759.0,2156.0,CO,1558,N13718,177.0,148.0,3.0,0.0,IAH,DCA,1208,3.0,26.0,0,,0
2011,2,24,4,1440.0,1741.0,CO,1562,N37281,121.0,101.0,23.0,35.0,IAH,RSW,861,4.0,16.0,0,,0
2011,2,24,4,915.0,1016.0,CO,1583,N11641,61.0,31.0,-4.0,-5.0,IAH,AUS,140,5.0,25.0,0,,0
2011,2,24,4,1858.0,2211.0,CO,1586,N78866,133.0,104.0,10.0,8.0,IAH,MCO,853,5.0,24.0,0,,0
2011,2,24,4,1457.0,1624.0,CO,1589,N12221,207.0,184.0,20.0,22.0,IAH,SAN,1303,3.0,20.0,0,,0
2011,2,24,4,727.0,1035.0,CO,1590,N12221,128.0,108.0,-15.0,2.0,IAH,MIA,964,5.0,15.0,0,,0
2011,2,24,4,1754.0,1850.0,CO,1603,N27722,56.0,31.0,0.0,-1.0,IAH,AUS,140,5.0,20.0,0,,0
2011,2,24,4,1147.0,1345.0,CO,1605,N73406,238.0,212.0,10.0,-3.0,IAH,LAX,1379,5.0,21.0,0,,0
2011,2,24,4,1150.0,1344.0,CO,1620,N37420,174.0,153.0,4.0,10.0,IAH,PHX,1009,4.0,17.0,0,,0
2011,2,24,4,1431.0,1538.0,CO,1621,N37298,67.0,54.0,-9.0,1.0,IAH,MFE,316,3.0,10.0,0,,0
2011,2,24,4,844.0,951.0,CO,1623,N38727,67.0,47.0,-4.0,-1.0,IAH,MSY,305,4.0,16.0,0,,0
2011,2,24,4,1217.0,1400.0,CO,1629,N54711,223.0,204.0,-5.0,-1.0,IAH,SNA,1347,5.0,14.0,0,,0
2011,2,24,4,1733.0,2151.0,CO,1632,N17719,198.0,174.0,-14.0,-2.0,IAH,LGA,1416,7.0,17.0,0,,0
2011,2,24,4,2058.0,2327.0,CO,1644,N37281,269.0,249.0,21.0,8.0,IAH,SMF,1609,5.0,15.0,0,,0
2011,2,24,4,1019.0,1235.0,CO,1646,N56859,136.0,110.0,-20.0,-1.0,IAH,ORD,925,13.0,13.0,0,,0
2011,2,24,4,1951.0,2303.0,CO,1648,N57864,132.0,109.0,216.0,231.0,IAH,FLL,965,4.0,19.0,0,,0
2011,2,24,4,1949.0,2254.0,CO,1662,N53441,125.0,103.0,-8.0,-1.0,IAH,RSW,861,6.0,16.0,0,,0
2011,2,24,4,733.0,903.0,CO,1675,N26210,90.0,55.0,13.0,-2.0,IAH,DFW,224,18.0,17.0,0,,0
2011,2,24,4,1611.0,2012.0,CO,1676,N72405,181.0,159.0,-8.0,6.0,IAH,PHL,1324,6.0,16.0,0,,0
2011,2,24,4,916.0,1017.0,CO,1679,N17614,61.0,39.0,-5.0,-4.0,IAH,SAT,191,3.0,19.0,0,,0
2011,2,24,4,1558.0,1946.0,CO,1688,N13624,168.0,139.0,-8.0,-2.0,IAH,DTW,1076,13.0,16.0,0,,0
2011,2,24,4,1739.0,1921.0,CO,1689,N14214,222.0,202.0,4.0,4.0,IAH,SAN,1303,3.0,17.0,0,,0
2011,2,24,4,1049.0,1419.0,CO,1690,N16642,150.0,111.0,15.0,19.0,IAH,MIA,964,7.0,32.0,0,,0
2011,2,24,4,1312.0,1454.0,CO,1695,N14230,222.0,204.0,-6.0,-3.0,IAH,LAX,1379,6.0,12.0,0,,0
